"Edad","Abandono","Viajes","Departamento","DistanciaDesdeCasa","Educacion","CampoDeEducacion","SatisfaccionEnAmbiente","Genero","Implicacion","NivelCargo","Puesto","SatisfaccionEnTrabajo","EstadoCivil","SueldoMensual","NumEmpresasTrabajadas","HorasExtra","PorcentajeAumentoSalarial","Rendimiento","RelacionSatisfaccion","NivelAcciones","AnosTotalesTrabajados","CursosUltimoAno","EquilibrioVidaTrabajo","AnosEnEmpresa","AnosEnPuestoActual","AnosDesdeUltimaPromocion","AnosConJefeActual","BeneficioNeto"
45,"No","Viaja_Raramente","Ventas",11,2,"Ciencias de la Salud",4,"Mujer",3,4,"Manager",4,"Casado",17650,3,"No",13,3,2,1,26,4,4,9,3,1,1,23976.901586542
32,"No","No_Viaja","Investigacion & Desarrollo",29,4,"Medicina",4,"Mujer",3,1,"Tecnico de Laboratorio",3,"Soltero",4025,9,"No",12,3,2,0,10,2,3,8,7,7,7,43781.617850979
34,"No","Viaja_Raramente","Ventas",1,4,"Marketing",2,"Hombre",4,2,"Ejecutivo de Ventas",4,"Divorciado",9725,0,"No",11,3,4,1,16,2,2,15,1,0,9,87007.0562928292
59,"No","Viaja_Raramente","Ventas",1,2,"Tecnico",2,"Hombre",3,3,"Manager",4,"Casado",11904,3,"Si",14,3,3,1,14,1,1,6,4,0,4,49888.2606225617
45,"No","Viaja_Raramente","Recursos Humanos",24,4,"Medicina",2,"Hombre",3,1,"Recursos Humanos",2,"Soltero",2177,1,"No",16,3,1,0,6,3,3,6,3,0,4,59481.9247964567
53,"No","Viaja_frecuentemente","Ventas",2,3,"Marketing",3,"Mujer",2,3,"Ejecutivo de Ventas",2,"Casado",7525,2,"No",12,3,1,1,30,2,3,15,7,6,12,83401.6010324401
36,"Si","Viaja_Raramente","Investigacion & Desarrollo",15,3,"Otro",1,"Hombre",3,2,"Tecnico de Laboratorio",3,"Divorciado",4834,7,"No",14,3,2,1,9,3,2,1,0,0,0,65399.8070979927
26,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",2,3,"Ciencias de la Salud",1,"Hombre",3,1,"Investigador Cientifico",1,"Casado",2042,6,"Si",14,3,2,1,6,2,3,3,2,1,2,58341.4761533162
34,"No","Viaja_Raramente","Ventas",10,4,"Ciencias de la Salud",3,"Mujer",3,1,"Representante de Ventas",3,"Casado",2220,1,"Si",19,3,4,1,1,2,3,1,1,0,0,58126.8617649184
28,"No","Viaja_Raramente","Ventas",10,1,"Medicina",4,"Hombre",3,1,"Representante de Ventas",2,"Casado",1052,1,"No",22,4,2,0,1,5,3,1,0,0,0,27758.6269717456
38,"No","Viaja_frecuentemente","Investigacion & Desarrollo",3,4,"Otro",3,"Hombre",3,1,"Investigador Cientifico",3,"Casado",2821,3,"No",16,3,1,1,8,2,3,2,2,2,2,24153.0719064459
50,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Medicina",2,"Hombre",3,5,"Director de Investigacion",3,"Casado",19237,2,"Si",11,3,4,1,29,2,2,8,1,7,7,31272.5718530835
37,"No","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Otro",4,"Mujer",3,2,"Representante de Salud",2,"Soltero",4107,3,"No",15,3,1,0,8,3,2,4,3,0,1,77396.8354285292
40,"No","Viaja_Raramente","Ventas",26,3,"Marketing",3,"Hombre",3,2,"Ejecutivo de Ventas",1,"Casado",8396,1,"No",14,3,2,1,8,3,2,7,7,7,5,27874.1269963005
26,"No","Viaja_frecuentemente","Investigacion & Desarrollo",1,1,"Medicina",1,"Mujer",2,1,"Investigador Cientifico",3,"Divorciado",2007,1,"No",13,3,3,2,5,5,3,5,3,1,3,9392.52762537029
46,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Medicina",4,"Hombre",3,5,"Director de Investigacion",4,"Divorciado",19627,9,"No",17,3,4,2,23,0,3,2,2,2,2,86120.162504908
54,"No","Viaja_Raramente","Ventas",2,4,"Ciencias de la Salud",3,"Mujer",2,3,"Ejecutivo de Ventas",3,"Casado",10686,6,"No",11,3,2,1,13,4,3,9,4,7,0,55284.5721741561
56,"No","Viaja_frecuentemente","Investigacion & Desarrollo",9,3,"Medicina",1,"Mujer",3,1,"Investigador Cientifico",3,"Casado",2942,2,"No",19,3,2,1,18,4,3,5,4,0,3,12746.7481627288
36,"No","Viaja_Raramente","Investigacion & Desarrollo",12,5,"Medicina",4,"Mujer",2,3,"Manufacturing Director",4,"Soltero",8858,0,"No",11,3,2,0,15,2,2,14,8,7,8,90184.3599935206
55,"No","No_Viaja","Investigacion & Desarrollo",2,1,"Medicina",3,"Hombre",2,4,"Manager",1,"Soltero",16756,7,"No",15,3,2,0,31,3,4,9,7,6,2,6889.48792134535
43,"No","Viaja_Raramente","Ventas",25,3,"Medicina",3,"Hombre",2,3,"Ejecutivo de Ventas",4,"Divorciado",10798,5,"No",13,3,3,1,18,5,3,1,0,0,0,919.322000595144
20,"Si","Viaja_frecuentemente","Ventas",9,3,"Marketing",4,"Mujer",3,1,"Representante de Ventas",4,"Soltero",2323,1,"Si",14,3,2,0,2,3,3,2,2,0,2,65756.4675655211
21,"Si","Viaja_Raramente","Investigacion & Desarrollo",10,3,"Ciencias de la Salud",3,"Mujer",2,1,"Tecnico de Laboratorio",1,"Soltero",1416,1,"No",13,3,1,0,1,6,2,1,0,1,0,47122.0425710369
46,"No","Viaja_Raramente","Investigacion & Desarrollo",8,4,"Ciencias de la Salud",4,"Mujer",2,2,"Investigador Cientifico",1,"Divorciado",4615,8,"Si",23,4,1,3,19,2,3,16,13,1,7,33657.9604356635
51,"Si","Viaja_Raramente","Investigacion & Desarrollo",4,4,"Ciencias de la Salud",1,"Hombre",3,1,"Investigador Cientifico",3,"Casado",2461,9,"Si",12,3,3,3,18,2,4,10,0,2,7,43952.2032353994
28,"Si","No_Viaja","Investigacion & Desarrollo",24,2,"Tecnico",2,"Hombre",2,3,"Representante de Salud",1,"Soltero",8722,1,"No",12,3,1,0,10,2,2,10,7,1,9,37420.4990408256
26,"No","Viaja_Raramente","Investigacion & Desarrollo",1,2,"Medicina",1,"Hombre",2,1,"Tecnico de Laboratorio",1,"Casado",3955,1,"No",16,3,1,2,6,2,3,5,3,1,3,73803.487074261
30,"No","Viaja_Raramente","Investigacion & Desarrollo",20,3,"Otro",3,"Hombre",3,2,"Manufacturing Director",1,"Casado",9957,0,"No",15,3,3,1,7,1,2,6,2,0,2,53100.3426294915
41,"No","Viaja_Raramente","Investigacion & Desarrollo",7,2,"Tecnico",2,"Mujer",4,1,"Investigador Cientifico",3,"Casado",3376,1,"No",13,3,3,0,10,3,3,10,6,0,8,56719.4704856275
38,"No","Viaja_Raramente","Investigacion & Desarrollo",17,1,"Ciencias de la Salud",3,"Mujer",2,3,"Representante de Salud",3,"Casado",8823,0,"No",18,3,1,1,20,4,2,19,9,1,9,70483.726976305
40,"No","Viaja_Raramente","Investigacion & Desarrollo",20,4,"Tecnico",1,"Hombre",3,3,"Representante de Salud",4,"Casado",10322,4,"No",20,4,4,1,14,6,3,11,10,11,1,66857.5973030307
27,"No","No_Viaja","Investigacion & Desarrollo",8,5,"Ciencias de la Salud",1,"Hombre",1,1,"Tecnico de Laboratorio",3,"Casado",4621,1,"No",19,3,4,3,3,4,3,3,2,1,2,58267.2199155295
55,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,1,"Ciencias de la Salud",4,"Hombre",3,3,"Manufacturing Director",2,"Casado",10976,3,"No",18,3,2,1,23,4,3,3,2,1,2,2086.39438786675
28,"No","Viaja_Raramente","Investigacion & Desarrollo",10,3,"Otro",3,"Mujer",3,2,"Investigador Cientifico",3,"Soltero",3660,3,"No",13,3,4,0,10,4,4,8,7,1,7,59997.2963699476
44,"Si","Viaja_Raramente","Recursos Humanos",1,2,"Medicina",2,"Hombre",2,3,"Recursos Humanos",1,"Casado",10482,9,"No",14,3,4,1,24,1,3,20,6,3,6,39838.681607852
33,"No","Viaja_Raramente","Investigacion & Desarrollo",5,3,"Ciencias de la Salud",4,"Hombre",2,3,"Representante de Salud",4,"Divorciado",7119,4,"No",15,3,3,1,9,2,3,3,2,1,2,43252.0806544059
35,"Si","Viaja_Raramente","Ventas",4,3,"Tecnico",4,"Hombre",3,3,"Ejecutivo de Ventas",1,"Soltero",9582,0,"Si",22,4,1,0,9,2,3,8,7,4,7,105413.497552499
33,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",29,4,"Medicina",1,"Mujer",2,2,"Investigador Cientifico",3,"Soltero",4508,1,"No",22,4,2,0,14,4,3,13,7,3,8,33289.9476450616
28,"No","Viaja_Raramente","Investigacion & Desarrollo",15,2,"Ciencias de la Salud",1,"Hombre",3,1,"Tecnico de Laboratorio",3,"Divorciado",2207,1,"No",16,3,4,1,4,5,2,4,2,2,2,60677.9510781775
34,"No","Viaja_frecuentemente","Investigacion & Desarrollo",3,1,"Ciencias de la Salud",1,"Hombre",3,2,"Representante de Salud",4,"Soltero",7756,0,"No",17,3,3,0,7,1,2,6,2,0,4,17946.6592537097
37,"No","Viaja_Raramente","Ventas",10,4,"Ciencias de la Salud",4,"Mujer",2,2,"Ejecutivo de Ventas",4,"Divorciado",6694,2,"Si",14,3,3,3,8,5,3,1,0,0,0,12385.0608347993
25,"Si","Viaja_Raramente","Investigacion & Desarrollo",4,1,"Tecnico",4,"Hombre",3,1,"Tecnico de Laboratorio",4,"Casado",3691,1,"Si",15,3,2,1,7,3,4,7,7,5,6,37796.7572045943
26,"Si","Viaja_Raramente","Investigacion & Desarrollo",21,3,"Medicina",1,"Hombre",3,1,"Tecnico de Laboratorio",3,"Divorciado",2377,1,"No",20,4,3,1,1,0,2,1,1,0,0,15816.3876317442
33,"Si","Viaja_Raramente","Investigacion & Desarrollo",25,3,"Medicina",1,"Hombre",2,1,"Investigador Cientifico",2,"Soltero",2313,4,"Si",20,4,2,0,5,0,3,2,2,2,2,58095.2780926458
42,"No","Viaja_Raramente","Investigacion & Desarrollo",2,2,"Medicina",4,"Hombre",3,4,"Manager",1,"Casado",17665,0,"No",17,3,4,1,23,3,3,22,6,13,7,27094.6408965094
28,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",1,3,"Medicina",1,"Hombre",2,1,"Tecnico de Laboratorio",2,"Divorciado",2596,1,"No",15,3,1,2,1,2,3,1,0,0,0,50297.5867885491
50,"Si","Viaja_frecuentemente","Ventas",1,4,"Otro",4,"Hombre",3,2,"Ejecutivo de Ventas",3,"Soltero",4728,3,"Si",14,3,4,0,5,4,3,0,0,0,0,12596.929538488
33,"No","Viaja_frecuentemente","Ventas",7,3,"Ciencias de la Salud",4,"Mujer",3,2,"Ejecutivo de Ventas",2,"Casado",4302,0,"No",17,3,3,1,4,3,3,3,2,0,2,42548.4797003827
34,"No","No_Viaja","Investigacion & Desarrollo",3,4,"Ciencias de la Salud",3,"Hombre",2,1,"Investigador Cientifico",4,"Casado",2979,3,"No",17,3,4,3,6,2,3,0,0,0,0,13494.3489967197
48,"No","No_Viaja","Investigacion & Desarrollo",1,4,"Medicina",1,"Hombre",4,4,"Manager",4,"Soltero",16885,2,"No",22,4,3,0,27,3,2,5,4,2,1,72914.0257341462
45,"No","No_Viaja","Ventas",9,4,"Ciencias de la Salud",2,"Mujer",2,2,"Ejecutivo de Ventas",3,"Casado",5593,1,"No",13,3,4,1,15,2,3,15,10,4,12,29394.1079727452
52,"No","Viaja_Raramente","Investigacion & Desarrollo",7,4,"Ciencias de la Salud",2,"Hombre",3,3,"Representante de Salud",2,"Soltero",10445,7,"No",19,3,4,0,18,4,3,8,6,4,0,37290.933991009
38,"No","Viaja_Raramente","Ventas",10,4,"Marketing",3,"Hombre",2,3,"Ejecutivo de Ventas",3,"Divorciado",8740,0,"Si",14,3,2,2,9,2,3,8,7,2,7,-583.801311231575
29,"No","Viaja_Raramente","Investigacion & Desarrollo",28,4,"Ciencias de la Salud",3,"Mujer",3,1,"Investigador Cientifico",4,"Divorciado",2514,4,"No",22,4,1,1,11,1,3,7,5,1,7,31220.469674406
28,"No","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Medicina",4,"Mujer",3,3,"Manufacturing Director",2,"Divorciado",7655,0,"No",17,3,2,3,10,3,2,9,7,1,7,41605.5461050998
46,"No","Viaja_Raramente","Ventas",3,1,"Marketing",1,"Hombre",3,4,"Manager",3,"Casado",17465,3,"No",12,3,4,1,23,3,3,12,9,4,9,36203.3284777749
38,"No","Viaja_Raramente","Ventas",2,2,"Marketing",4,"Hombre",3,3,"Ejecutivo de Ventas",2,"Soltero",7351,7,"No",16,3,3,0,10,2,3,1,0,0,0,97138.6540840919
43,"No","Viaja_frecuentemente","Investigacion & Desarrollo",27,3,"Ciencias de la Salud",3,"Mujer",3,3,"Manufacturing Director",1,"Casado",10820,8,"No",11,3,3,1,18,1,3,8,7,0,1,62604.6049124556
39,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",2,3,"Ciencias de la Salud",1,"Hombre",3,4,"Representante de Salud",4,"Divorciado",12169,7,"No",11,3,4,3,21,4,3,18,7,11,5,24554.7220735203
40,"No","Viaja_Raramente","Investigacion & Desarrollo",14,3,"Medicina",3,"Hombre",2,5,"Director de Investigacion",3,"Soltero",19626,1,"No",14,3,1,0,21,2,4,20,7,4,9,20560.5921998628
21,"No","Viaja_Raramente","Investigacion & Desarrollo",1,1,"Tecnico",4,"Mujer",2,1,"Investigador Cientifico",2,"Soltero",2070,1,"Si",11,3,3,0,2,6,4,2,2,2,2,35223.2272105115
39,"No","No_Viaja","Investigacion & Desarrollo",9,3,"Ciencias de la Salud",3,"Hombre",3,2,"Tecnico de Laboratorio",2,"Soltero",6782,9,"No",15,3,3,0,9,2,2,5,4,0,3,17499.4500704528
36,"No","No_Viaja","Investigacion & Desarrollo",18,4,"Ciencias de la Salud",1,"Hombre",3,2,"Manufacturing Director",4,"Soltero",7779,2,"No",20,4,1,0,18,0,3,11,9,0,9,61341.2625790778
31,"No","Viaja_frecuentemente","Ventas",20,3,"Ciencias de la Salud",3,"Hombre",4,1,"Representante de Ventas",4,"Casado",2791,0,"No",12,3,1,1,3,4,3,2,2,2,2,32557.9043814674
28,"No","Viaja_Raramente","Investigacion & Desarrollo",2,1,"Ciencias de la Salud",1,"Hombre",2,1,"Investigador Cientifico",2,"Casado",3201,0,"No",17,3,1,0,6,2,1,5,3,0,4,60402.0149056455
35,"No","Viaja_frecuentemente","Ventas",11,2,"Marketing",4,"Hombre",3,2,"Ejecutivo de Ventas",4,"Divorciado",4968,1,"No",11,3,4,1,5,3,3,5,2,0,2,39635.5905925732
49,"No","Viaja_Raramente","Ventas",8,4,"Tecnico",4,"Hombre",2,4,"Ejecutivo de Ventas",2,"Casado",13120,6,"No",17,3,2,1,22,3,3,9,8,2,3,24626.430469264
34,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,2,"Ciencias de la Salud",4,"Hombre",3,2,"Manufacturing Director",3,"Soltero",4033,2,"No",11,3,4,0,5,3,2,3,2,0,2,92208.157231551
29,"No","Viaja_frecuentemente","Investigacion & Desarrollo",10,3,"Ciencias de la Salud",4,"Mujer",3,1,"Investigador Cientifico",2,"Divorciado",3291,0,"No",14,3,4,2,8,2,2,7,5,1,1,38141.6489081847
42,"No","Viaja_Raramente","Investigacion & Desarrollo",29,3,"Medicina",2,"Hombre",1,2,"Tecnico de Laboratorio",4,"Soltero",4272,4,"No",19,3,1,0,16,3,3,1,0,0,0,35680.8018253954
29,"No","Viaja_Raramente","Investigacion & Desarrollo",8,1,"Medicina",2,"Hombre",2,2,"Manufacturing Director",4,"Casado",5056,1,"Si",15,3,3,1,10,2,2,10,7,1,2,31100.927536013
38,"No","Viaja_Raramente","Recursos Humanos",1,3,"Recursos Humanos",3,"Hombre",4,1,"Recursos Humanos",3,"Casado",2844,1,"No",13,3,4,1,7,2,4,7,6,5,0,57564.0405505416
28,"No","Viaja_frecuentemente","Investigacion & Desarrollo",6,3,"Ciencias de la Salud",3,"Hombre",2,1,"Investigador Cientifico",3,"Divorciado",2703,1,"Si",14,3,4,1,3,2,3,3,1,0,2,81258.1027827426
18,"Si","No_Viaja","Investigacion & Desarrollo",8,1,"Medicina",3,"Hombre",3,1,"Tecnico de Laboratorio",3,"Soltero",1904,1,"No",12,3,4,0,0,0,3,0,0,0,0,66438.7120647313
33,"Si","Viaja_Raramente","Ventas",9,4,"Marketing",1,"Mujer",3,2,"Ejecutivo de Ventas",1,"Soltero",8224,0,"Si",17,3,1,0,6,3,3,5,2,0,3,19798.0274439285
41,"No","Viaja_Raramente","Investigacion & Desarrollo",12,4,"Ciencias de la Salud",2,"Hombre",3,1,"Tecnico de Laboratorio",4,"Casado",4766,3,"Si",11,3,1,1,6,4,3,1,0,0,0,71471.0297965384
31,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",15,3,"Medicina",3,"Hombre",3,1,"Tecnico de Laboratorio",3,"Casado",2610,1,"No",12,3,3,1,2,5,2,2,2,2,2,89030.149555924
37,"No","Viaja_Raramente","Investigacion & Desarrollo",25,2,"Medicina",3,"Mujer",2,2,"Representante de Salud",4,"Divorciado",5731,7,"No",13,3,3,2,9,2,3,6,2,1,3,47949.8502745221
27,"No","Viaja_Raramente","Investigacion & Desarrollo",6,3,"Ciencias de la Salud",4,"Hombre",2,1,"Investigador Cientifico",3,"Casado",2539,1,"No",13,3,3,1,4,0,3,4,2,2,2,39841.4106192465
34,"No","Viaja_Raramente","Ventas",9,1,"Ciencias de la Salud",2,"Mujer",3,2,"Ejecutivo de Ventas",3,"Casado",5714,1,"No",20,4,1,0,6,3,2,6,5,1,3,31829.8593709314
35,"No","Viaja_Raramente","Recursos Humanos",8,4,"Tecnico",3,"Hombre",3,1,"Recursos Humanos",3,"Soltero",4323,1,"No",17,3,2,0,6,2,1,5,4,1,4,45805.3062324581
29,"Si","Viaja_Raramente","Ventas",23,1,"Ciencias de la Salud",4,"Mujer",2,3,"Ejecutivo de Ventas",1,"Casado",7336,1,"No",13,3,1,1,11,3,1,11,8,3,10,71726.7902889734
40,"No","Viaja_frecuentemente","Investigacion & Desarrollo",9,4,"Medicina",2,"Mujer",3,3,"Director de Investigacion",3,"Soltero",13499,9,"No",17,3,3,0,20,3,2,18,7,2,13,12515.70380729
42,"Si","Viaja_frecuentemente","Ventas",12,3,"Ciencias de la Salud",3,"Hombre",3,4,"Ejecutivo de Ventas",1,"Soltero",13758,0,"Si",12,3,2,0,22,2,2,21,9,13,14,59534.2510033831
42,"No","Viaja_Raramente","Ventas",4,4,"Marketing",2,"Hombre",3,2,"Ejecutivo de Ventas",1,"Soltero",5155,7,"No",13,3,4,0,9,3,4,6,4,1,5,25914.9117870201
35,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Medicina",4,"Hombre",2,1,"Tecnico de Laboratorio",3,"Casado",2258,6,"No",12,3,2,1,10,2,3,8,0,1,7,83342.4197869413
24,"No","Viaja_Raramente","Investigacion & Desarrollo",24,3,"Medicina",4,"Hombre",3,1,"Tecnico de Laboratorio",2,"Soltero",3597,8,"No",22,4,4,0,6,2,3,4,3,1,2,38848.5567328762
28,"Si","Viaja_Raramente","Investigacion & Desarrollo",12,1,"Ciencias de la Salud",3,"Mujer",3,1,"Tecnico de Laboratorio",4,"Casado",2515,1,"Si",11,3,4,0,1,4,2,1,1,0,0,76364.7941673163
26,"No","Viaja_Raramente","Investigacion & Desarrollo",3,4,"Medicina",1,"Hombre",4,1,"Tecnico de Laboratorio",4,"Casado",4420,1,"No",22,4,2,1,8,2,3,8,7,0,7,10845.769248952
30,"No","Viaja_Raramente","Ventas",10,3,"Marketing",3,"Hombre",2,2,"Ejecutivo de Ventas",3,"Casado",6578,1,"No",18,3,1,1,10,3,3,10,3,1,4,109398.948788461
40,"No","Viaja_frecuentemente","Investigacion & Desarrollo",26,2,"Medicina",3,"Mujer",2,2,"Investigador Cientifico",4,"Casado",4422,3,"Si",13,3,4,1,16,3,1,1,1,0,0,39535.597111519
35,"No","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Ciencias de la Salud",3,"Hombre",2,3,"Manufacturing Director",2,"Divorciado",10274,2,"No",18,3,2,1,15,2,4,7,7,6,4,59806.4884113416
34,"No","Viaja_frecuentemente","Investigacion & Desarrollo",1,3,"Medicina",4,"Hombre",2,2,"Representante de Salud",1,"Soltero",5343,0,"No",20,4,3,0,14,3,3,13,9,4,9,2888.28339252302
35,"No","Viaja_frecuentemente","Investigacion & Desarrollo",4,4,"Otro",4,"Hombre",2,1,"Tecnico de Laboratorio",4,"Casado",2376,1,"No",13,3,2,1,2,2,4,2,2,2,2,5409.00625392261
43,"Si","Viaja_Raramente","Ventas",9,3,"Marketing",1,"Mujer",1,2,"Ejecutivo de Ventas",3,"Soltero",5346,8,"No",13,3,2,0,7,2,2,4,3,1,3,43481.7875724021
32,"No","No_Viaja","Ventas",2,1,"Ciencias de la Salud",3,"Mujer",3,1,"Representante de Ventas",1,"Divorciado",2827,1,"No",12,3,3,3,1,3,3,1,0,0,0,59464.3788661076
56,"No","Viaja_Raramente","Investigacion & Desarrollo",4,4,"Tecnico",4,"Mujer",3,5,"Manager",1,"Divorciado",19943,4,"No",13,3,4,1,28,2,3,5,2,4,2,31736.6518900715
29,"No","Viaja_Raramente","Investigacion & Desarrollo",6,1,"Medicina",2,"Mujer",3,1,"Tecnico de Laboratorio",4,"Casado",3131,1,"No",13,3,1,1,10,5,3,10,8,0,8,46498.8380555909
19,"No","Viaja_Raramente","Investigacion & Desarrollo",9,2,"Ciencias de la Salud",3,"Hombre",3,1,"Investigador Cientifico",1,"Soltero",2552,1,"No",25,4,3,0,1,4,3,1,1,0,0,31114.4211609409
45,"No","Viaja_Raramente","Investigacion & Desarrollo",7,3,"Medicina",1,"Mujer",3,1,"Investigador Cientifico",3,"Casado",4477,4,"Si",19,3,3,1,7,2,2,3,2,0,2,86960.9680793083
37,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",4,"Mujer",2,2,"Manufacturing Director",4,"Casado",6474,1,"No",13,3,2,1,14,2,2,14,8,3,11,24575.1529148116
20,"No","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Ciencias de la Salud",1,"Hombre",2,1,"Tecnico de Laboratorio",3,"Soltero",3033,1,"No",12,3,1,0,2,2,2,2,2,1,2,19991.4845787806
44,"Si","Viaja_Raramente","Investigacion & Desarrollo",10,4,"Ciencias de la Salud",3,"Hombre",3,1,"Investigador Cientifico",3,"Soltero",2936,1,"Si",11,3,3,0,6,4,3,6,4,0,2,30914.3626261109
53,"No","Viaja_Raramente","Investigacion & Desarrollo",7,2,"Medicina",4,"Mujer",3,5,"Manager",3,"Divorciado",18606,3,"No",18,3,2,1,26,6,3,7,7,4,7,82746.71594788
29,"No","Viaja_Raramente","Investigacion & Desarrollo",15,1,"Ciencias de la Salud",2,"Mujer",1,1,"Investigador Cientifico",4,"Casado",2168,0,"Si",18,3,1,1,6,2,2,5,4,1,3,44517.4826593131
22,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",3,4,"Ciencias de la Salud",3,"Hombre",2,1,"Investigador Cientifico",4,"Casado",2853,0,"Si",11,3,2,1,1,5,3,0,0,0,0,26925.2481295052
46,"No","Viaja_Raramente","Ventas",2,3,"Marketing",3,"Mujer",3,4,"Manager",1,"Casado",17048,8,"No",23,4,1,0,28,2,3,26,15,15,9,58802.7227258482
44,"No","No_Viaja","Investigacion & Desarrollo",17,3,"Ciencias de la Salud",4,"Hombre",1,1,"Investigador Cientifico",3,"Soltero",2290,2,"No",13,3,4,0,6,3,3,0,0,0,0,29898.9858037433
33,"No","Viaja_Raramente","Recursos Humanos",2,3,"Recursos Humanos",2,"Hombre",3,1,"Recursos Humanos",3,"Casado",3600,1,"No",13,3,4,1,5,2,3,5,4,1,4,25698.0969639085
41,"Si","No_Viaja","Investigacion & Desarrollo",5,2,"Ciencias de la Salud",1,"Hombre",2,1,"Investigador Cientifico",1,"Divorciado",2107,6,"No",17,3,1,1,5,2,1,1,0,0,0,47395.524704621
30,"No","Viaja_Raramente","Ventas",29,4,"Ciencias de la Salud",3,"Hombre",3,2,"Ejecutivo de Ventas",1,"Divorciado",4115,8,"No",19,3,3,3,8,3,3,4,3,0,3,7855.22521930534
40,"No","Viaja_frecuentemente","Ventas",2,4,"Medicina",2,"Hombre",3,2,"Ejecutivo de Ventas",2,"Casado",4327,5,"No",12,3,4,3,5,2,3,0,0,0,0,9975.63249398365
50,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,3,"Medicina",4,"Mujer",3,4,"Manager",1,"Casado",17856,2,"No",22,4,3,1,32,3,3,2,2,2,2,15326.1629372437
28,"No","Viaja_Raramente","Investigacion & Desarrollo",19,4,"Medicina",4,"Hombre",2,1,"Tecnico de Laboratorio",1,"Casado",3196,1,"No",12,3,3,3,6,2,3,6,5,3,3,4724.22594734699
46,"No","Viaja_Raramente","Investigacion & Desarrollo",15,2,"Ciencias de la Salud",4,"Hombre",3,5,"Director de Investigacion",2,"Casado",19081,5,"No",11,3,1,1,25,2,3,4,2,0,3,27589.5082677863
35,"No","Viaja_Raramente","Ventas",17,4,"Ciencias de la Salud",3,"Hombre",3,2,"Ejecutivo de Ventas",1,"Casado",8966,3,"Si",15,3,4,3,15,2,3,7,7,1,7,14650.4513320374
24,"Si","Viaja_Raramente","Investigacion & Desarrollo",17,2,"Ciencias de la Salud",4,"Mujer",3,1,"Tecnico de Laboratorio",2,"Casado",2210,1,"No",13,3,1,1,1,3,1,1,0,0,0,50884.5913113019
33,"No","Viaja_frecuentemente","Ventas",25,3,"Medicina",2,"Mujer",3,2,"Ejecutivo de Ventas",3,"Casado",4539,1,"No",12,3,1,1,10,3,2,10,7,0,1,3106.46477878403
36,"No","Viaja_Raramente","Investigacion & Desarrollo",6,4,"Ciencias de la Salud",3,"Hombre",1,1,"Tecnico de Laboratorio",3,"Divorciado",2741,1,"No",14,3,3,1,7,4,3,7,7,1,7,-14403.8011146238
30,"No","Viaja_Raramente","Investigacion & Desarrollo",7,4,"Ciencias de la Salud",3,"Hombre",3,2,"Tecnico de Laboratorio",3,"Divorciado",3491,1,"No",13,3,1,3,10,4,2,10,7,8,9,48607.0091519733
44,"No","Viaja_Raramente","Investigacion & Desarrollo",29,4,"Otro",4,"Hombre",3,2,"Investigador Cientifico",4,"Soltero",4541,1,"No",25,4,2,0,20,3,3,20,11,13,17,8189.00420339265
20,"No","Viaja_Raramente","Ventas",21,3,"Marketing",3,"Hombre",4,1,"Representante de Ventas",4,"Soltero",2678,1,"No",17,3,4,0,2,2,3,2,1,2,2,21833.7476616462
46,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Tecnico",4,"Hombre",3,2,"Manufacturing Director",4,"Divorciado",7379,2,"No",11,3,3,1,12,3,2,6,3,1,4,50860.020076494
42,"No","No_Viaja","Recursos Humanos",2,5,"Medicina",4,"Hombre",4,2,"Recursos Humanos",1,"Casado",6272,7,"No",16,3,1,1,10,3,4,4,3,0,3,-4090.13317803574
60,"No","Viaja_Raramente","Ventas",7,4,"Marketing",2,"Hombre",4,2,"Ejecutivo de Ventas",4,"Divorciado",5220,0,"Si",18,3,2,1,12,3,3,11,7,1,9,26791.0147387641
32,"No","Viaja_frecuentemente","Investigacion & Desarrollo",13,3,"Otro",3,"Mujer",2,1,"Tecnico de Laboratorio",2,"Casado",2743,1,"No",20,4,3,1,2,2,3,2,2,2,2,-5677.77467084871
32,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,2,"Ciencias de la Salud",4,"Mujer",3,2,"Investigador Cientifico",3,"Soltero",4998,4,"Si",14,3,4,0,10,2,3,8,7,0,7,38848.2873841824
